driver_id,month,y_true,score
DRV00017,2024-04-01,0,0.17709252
DRV00017,2024-05-01,0,0.07938568
DRV00017,2024-06-01,0,0.05317626
DRV00017,2024-07-01,0,0.03333263
DRV00017,2024-08-01,0,0.029571544
DRV00017,2024-09-01,0,0.08851164
DRV00018,2024-04-01,1,0.011971369
DRV00018,2024-05-01,1,0.19534646
DRV00018,2024-06-01,1,0.9972711
DRV00018,2024-07-01,0,0.03303885
DRV00018,2024-08-01,0,0.060615283
DRV00018,2024-09-01,0,0.007846596
DRV00019,2024-04-01,0,0.031192046
DRV00019,2024-05-01,0,0.009846825
DRV00019,2024-06-01,0,0.0011276562
DRV00019,2024-07-01,0,0.0057223164
DRV00019,2024-08-01,0,0.0031085694
DRV00019,2024-09-01,0,0.002498852
DRV00020,2024-04-01,0,0.0029781573
DRV00020,2024-05-01,0,0.0034375826
DRV00020,2024-06-01,0,0.003193963
DRV00020,2024-07-01,0,0.0005279135
DRV00020,2024-08-01,0,0.0029956275
DRV00020,2024-09-01,0,0.0068662255
DRV00022,2024-04-01,0,0.03297763
DRV00022,2024-05-01,0,0.119386144
DRV00022,2024-06-01,0,0.044047385
DRV00022,2024-07-01,0,0.03222998
DRV00022,2024-08-01,0,0.024641901
DRV00022,2024-09-01,0,0.023911733
DRV00023,2024-04-01,0,0.006496617
DRV00023,2024-05-01,0,0.005090336
DRV00023,2024-06-01,0,0.0043765255
DRV00023,2024-07-01,0,0.005330314
DRV00023,2024-08-01,0,0.0031967012
DRV00023,2024-09-01,0,0.0064360104
DRV00024,2024-04-01,0,0.0053565875
DRV00024,2024-05-01,0,0.0035521006
DRV00024,2024-06-01,0,0.01634653
DRV00024,2024-07-01,0,0.0011762152
DRV00024,2024-08-01,0,0.034315027
DRV00024,2024-09-01,0,0.07048405
DRV00025,2024-04-01,0,0.007530491
DRV00025,2024-05-01,0,0.01193038
DRV00025,2024-06-01,0,0.0076525705
DRV00025,2024-07-01,0,0.012517325
DRV00025,2024-08-01,0,0.034221727
DRV00025,2024-09-01,0,0.009551394
DRV00026,2024-04-01,0,0.014386561
DRV00026,2024-05-01,0,0.021729391
DRV00026,2024-06-01,0,0.065244175
DRV00026,2024-07-01,0,0.027053764
DRV00026,2024-08-01,0,0.06936716
DRV00026,2024-09-01,0,0.0025964514
DRV00028,2024-04-01,0,0.07991516
DRV00028,2024-05-01,0,0.03281387
DRV00028,2024-06-01,0,0.020429274
DRV00028,2024-07-01,0,0.010185452
DRV00028,2024-08-01,1,0.044901166
DRV00028,2024-09-01,1,0.008096054
DRV00029,2024-04-01,0,0.051280227
DRV00029,2024-05-01,0,0.15113111
DRV00029,2024-06-01,0,0.004672575
DRV00029,2024-07-01,0,0.010201579
DRV00029,2024-08-01,0,0.054838102
DRV00029,2024-09-01,0,0.007710853
DRV00030,2024-04-01,0,0.009089323
DRV00030,2024-05-01,0,0.004433041
DRV00030,2024-06-01,0,0.020581244
DRV00030,2024-07-01,0,0.014351668
DRV00030,2024-08-01,0,0.039494384
DRV00030,2024-09-01,0,0.0013500912
DRV00032,2024-04-01,0,0.007046172
DRV00032,2024-05-01,0,0.022837386
DRV00032,2024-06-01,0,0.027209662
DRV00032,2024-07-01,0,0.010090625
DRV00032,2024-08-01,0,0.061560493
DRV00032,2024-09-01,0,0.033152126
DRV00033,2024-04-01,0,0.0032681313
DRV00033,2024-05-01,0,0.0063156513
DRV00033,2024-06-01,0,0.012300579
DRV00033,2024-07-01,0,0.070845105
DRV00033,2024-08-01,0,0.0053314795
DRV00033,2024-09-01,0,0.0056180595
DRV00034,2024-04-01,0,0.039034627
DRV00034,2024-05-01,0,0.010399026
DRV00034,2024-06-01,0,0.004425358
DRV00034,2024-07-01,0,0.02115739
DRV00034,2024-08-01,0,0.019124426
DRV00034,2024-09-01,0,0.029408775
DRV00035,2024-04-01,0,0.028721327
DRV00035,2024-05-01,0,0.0023454966
DRV00035,2024-06-01,0,0.0027834147
DRV00035,2024-07-01,0,0.006920289
DRV00035,2024-08-01,0,0.22724158
DRV00035,2024-09-01,0,0.009093077
DRV00036,2024-04-01,0,0.038164433
DRV00036,2024-05-01,0,0.04846945
DRV00036,2024-06-01,0,0.087919176
DRV00036,2024-07-01,1,0.02196201
DRV00036,2024-08-01,1,0.03642133
DRV00036,2024-09-01,1,0.9942673
DRV00037,2024-04-01,0,0.013885798
DRV00037,2024-05-01,0,0.010892588
DRV00037,2024-06-01,0,0.0112468405
DRV00037,2024-07-01,0,0.020441258
DRV00037,2024-08-01,0,0.009705268
DRV00037,2024-09-01,0,0.02209539
DRV00038,2024-04-01,1,0.11548979
DRV00038,2024-05-01,1,0.99653673
DRV00038,2024-06-01,0,0.39205688
DRV00038,2024-07-01,0,0.37468722
DRV00038,2024-08-01,0,0.17578968
DRV00038,2024-09-01,0,0.37779865
DRV00039,2024-04-01,0,0.07906915
DRV00039,2024-05-01,0,0.056739602
DRV00039,2024-06-01,0,0.15219231
DRV00039,2024-07-01,0,0.006144277
DRV00039,2024-08-01,0,0.021327546
DRV00039,2024-09-01,0,0.023048464
DRV00041,2024-04-01,0,0.14756508
DRV00041,2024-05-01,0,0.023110865
DRV00041,2024-06-01,0,0.17160724
DRV00041,2024-07-01,0,0.02031319
DRV00041,2024-08-01,0,0.026914146
DRV00041,2024-09-01,0,0.25804672
DRV00043,2024-04-01,0,0.011753077
DRV00043,2024-05-01,0,0.023354858
DRV00043,2024-06-01,0,0.008764167
DRV00043,2024-07-01,1,0.024136381
DRV00043,2024-08-01,1,0.019081159
DRV00043,2024-09-01,1,0.9837964
DRV00044,2024-04-01,0,0.01643351
DRV00044,2024-05-01,0,0.020457387
DRV00044,2024-06-01,0,0.0085039465
DRV00044,2024-07-01,0,0.05774072
DRV00044,2024-08-01,0,0.019046871
DRV00044,2024-09-01,0,0.026492031
DRV00045,2024-04-01,0,0.1116001
DRV00045,2024-05-01,0,0.03140603
DRV00045,2024-06-01,0,0.0025528944
DRV00045,2024-07-01,0,0.021350173
DRV00045,2024-08-01,0,0.009054661
DRV00045,2024-09-01,0,0.038702972
DRV00047,2024-04-01,0,0.11297202
DRV00047,2024-05-01,0,0.035410013
DRV00047,2024-06-01,0,0.0036474664
DRV00047,2024-07-01,0,0.007311588
DRV00047,2024-08-01,0,0.016549544
DRV00047,2024-09-01,0,0.02555348
DRV00049,2024-04-01,0,0.14065202
DRV00049,2024-05-01,0,0.005671946
DRV00049,2024-06-01,0,0.10371418
DRV00049,2024-07-01,0,0.067101344
DRV00049,2024-08-01,0,0.016469387
DRV00049,2024-09-01,0,0.013843004
DRV00050,2024-04-01,0,0.16514456
DRV00050,2024-05-01,0,0.009141544
DRV00050,2024-06-01,0,0.008759011
DRV00050,2024-07-01,0,0.10197581
DRV00050,2024-08-01,0,0.06807195
DRV00050,2024-09-01,0,0.17766637
DRV00051,2024-04-01,0,0.019404303
DRV00051,2024-05-01,0,0.08491129
DRV00051,2024-06-01,1,0.07439181
DRV00051,2024-07-01,1,0.05561951
DRV00051,2024-08-01,1,0.9976889
DRV00051,2024-09-01,0,0.05339428
DRV00053,2024-04-01,0,0.029368412
DRV00053,2024-05-01,0,0.0746663
DRV00053,2024-06-01,0,0.13396703
DRV00053,2024-07-01,0,0.15978575
DRV00053,2024-08-01,0,0.022080425
DRV00053,2024-09-01,0,0.070563614
DRV00054,2024-04-01,0,0.022653643
DRV00054,2024-05-01,0,0.054488204
DRV00054,2024-06-01,0,0.0017257655
DRV00054,2024-07-01,0,0.02805833
DRV00054,2024-08-01,0,0.010632614
DRV00054,2024-09-01,0,0.15195784
DRV00055,2024-04-01,0,0.020329742
DRV00055,2024-05-01,0,0.038773865
DRV00055,2024-06-01,0,0.013046405
DRV00055,2024-07-01,0,0.0079838205
DRV00055,2024-08-01,0,0.06319444
DRV00055,2024-09-01,0,0.08029341
DRV00056,2024-04-01,0,0.03513467
DRV00056,2024-05-01,0,0.08042928
DRV00056,2024-06-01,0,0.060962103
DRV00056,2024-07-01,0,0.17581837
DRV00056,2024-08-01,0,0.0963425
DRV00056,2024-09-01,0,0.04159926
DRV00057,2024-04-01,0,0.048106838
DRV00057,2024-05-01,0,0.12041649
DRV00057,2024-06-01,0,0.43963543
DRV00057,2024-07-01,0,0.042065483
DRV00057,2024-08-01,0,0.07434522
DRV00057,2024-09-01,0,0.22778401
DRV00058,2024-04-01,0,0.07808834
DRV00058,2024-05-01,1,0.08605396
DRV00058,2024-06-01,1,0.01890688
DRV00058,2024-07-01,1,0.99576265
DRV00058,2024-08-01,0,0.018185511
DRV00058,2024-09-01,0,0.021927986
DRV00059,2024-04-01,0,0.0045118867
DRV00059,2024-05-01,0,0.016581208
DRV00059,2024-06-01,0,0.015287263
DRV00059,2024-07-01,0,0.014558136
DRV00059,2024-08-01,0,0.0069952942
DRV00059,2024-09-01,0,0.06251558
DRV00060,2024-04-01,0,0.093314804
DRV00060,2024-05-01,0,0.18324392
DRV00060,2024-06-01,1,0.022335736
DRV00060,2024-07-01,1,0.012986959
DRV00060,2024-08-01,1,0.9943606
DRV00060,2024-09-01,0,0.034887526
DRV00061,2024-04-01,0,0.0054319464
DRV00061,2024-05-01,0,0.04095591
DRV00061,2024-06-01,0,0.020373669
DRV00061,2024-07-01,0,0.023932494
DRV00061,2024-08-01,0,0.07011725
DRV00061,2024-09-01,0,0.01717427
DRV00062,2024-04-01,0,0.30839986
DRV00062,2024-05-01,0,0.07355847
DRV00062,2024-06-01,0,0.029419316
DRV00062,2024-07-01,0,0.0065270183
DRV00062,2024-08-01,0,0.1434089
DRV00062,2024-09-01,0,0.16270612
DRV00063,2024-04-01,0,0.020082675
DRV00063,2024-05-01,0,0.11162797
DRV00063,2024-06-01,0,0.07975013
DRV00063,2024-07-01,0,0.04144274
DRV00063,2024-08-01,0,0.07189119
DRV00063,2024-09-01,0,0.018417455
DRV00064,2024-04-01,0,0.4091235
DRV00064,2024-05-01,0,0.032265566
DRV00064,2024-06-01,0,0.09766109
DRV00064,2024-07-01,0,0.02735872
DRV00064,2024-08-01,0,0.21234062
DRV00064,2024-09-01,0,0.05894987
DRV00065,2024-04-01,0,0.09372271
DRV00065,2024-05-01,0,0.07480398
DRV00065,2024-06-01,0,0.0684954
DRV00065,2024-07-01,0,0.01055501
DRV00065,2024-08-01,0,0.022896929
DRV00065,2024-09-01,0,0.0062284875
DRV00066,2024-04-01,0,0.009002731
DRV00066,2024-05-01,0,0.056248724
DRV00066,2024-06-01,1,0.06217564
DRV00066,2024-07-01,1,0.0037184816
DRV00066,2024-08-01,1,0.9984092
DRV00066,2024-09-01,0,0.08070691
DRV00069,2024-04-01,0,0.1501904
DRV00069,2024-05-01,0,0.4133703
DRV00069,2024-06-01,0,0.3483271
DRV00069,2024-07-01,0,0.044915143
DRV00069,2024-08-01,0,0.006352617
DRV00069,2024-09-01,0,0.021579426
DRV00070,2024-04-01,1,0.9880563
DRV00070,2024-05-01,0,0.047623396
DRV00070,2024-06-01,0,0.18883398
DRV00070,2024-07-01,0,0.06943246
DRV00070,2024-08-01,0,0.0039788084
DRV00070,2024-09-01,0,0.0058176178
DRV00071,2024-04-01,0,0.001496471
DRV00071,2024-05-01,0,0.0015534187
DRV00071,2024-06-01,0,0.0076565943
DRV00071,2024-07-01,0,0.020857915
DRV00071,2024-08-01,0,0.0074390187
DRV00071,2024-09-01,0,0.025296612
DRV00074,2024-04-01,1,0.017159812
DRV00074,2024-05-01,1,0.9920906
DRV00074,2024-06-01,0,0.003327742
DRV00074,2024-07-01,0,0.004153399
DRV00074,2024-08-01,0,0.0029722576
DRV00074,2024-09-01,0,0.006005631
DRV00075,2024-04-01,0,0.030774837
DRV00075,2024-05-01,0,0.045316216
DRV00075,2024-06-01,0,0.024998136
DRV00075,2024-07-01,0,0.009747724
DRV00075,2024-08-01,0,0.0396631
DRV00075,2024-09-01,0,0.1910366
DRV00077,2024-04-01,0,0.10757462
DRV00077,2024-05-01,0,0.08332745
DRV00077,2024-06-01,0,0.018475339
DRV00077,2024-07-01,0,0.008504457
DRV00077,2024-08-01,0,0.086615786
DRV00077,2024-09-01,0,0.0034837238
DRV00078,2024-04-01,0,0.036570877
DRV00078,2024-05-01,0,0.06574531
DRV00078,2024-06-01,0,0.025485994
DRV00078,2024-07-01,0,0.020904288
DRV00078,2024-08-01,0,0.036326446
DRV00078,2024-09-01,0,0.014899204
DRV00079,2024-04-01,0,0.0004458147
DRV00079,2024-05-01,0,0.002972721
DRV00079,2024-06-01,0,0.003900267
DRV00079,2024-07-01,0,0.007305264
DRV00079,2024-08-01,0,0.011046231
DRV00079,2024-09-01,0,0.02336855
DRV00080,2024-04-01,0,0.029421102
DRV00080,2024-05-01,0,0.038721748
DRV00080,2024-06-01,0,0.0054999213
DRV00080,2024-07-01,0,0.013567196
DRV00080,2024-08-01,0,0.032203063
DRV00080,2024-09-01,0,0.093887866
DRV00081,2024-04-01,0,0.011392285
DRV00081,2024-05-01,0,0.0026151724
DRV00081,2024-06-01,0,0.00094863254
DRV00081,2024-07-01,0,0.009792154
DRV00081,2024-08-01,0,0.0017867107
DRV00081,2024-09-01,0,0.022468695
DRV00082,2024-04-01,0,0.020444399
DRV00082,2024-05-01,0,0.025217798
DRV00082,2024-06-01,0,0.0033942275
DRV00082,2024-07-01,0,0.0065256823
DRV00082,2024-08-01,0,0.0025208977
DRV00082,2024-09-01,0,0.11196422
DRV00083,2024-04-01,0,0.025993727
DRV00083,2024-05-01,0,0.0068126116
DRV00083,2024-06-01,0,0.08399984
DRV00083,2024-07-01,0,0.0075624576
DRV00083,2024-08-01,0,0.02677637
DRV00083,2024-09-01,0,0.026850963
DRV00084,2024-04-01,0,0.13375029
DRV00084,2024-05-01,0,0.009483483
DRV00084,2024-06-01,0,0.037556816
DRV00084,2024-07-01,0,0.14060786
DRV00084,2024-08-01,0,0.009680432
DRV00084,2024-09-01,0,0.02926445
DRV00085,2024-04-01,0,0.018607777
DRV00085,2024-05-01,0,0.018148279
DRV00085,2024-06-01,0,0.005167557
DRV00085,2024-07-01,0,0.0013078133
DRV00085,2024-08-01,0,0.0015063975
DRV00085,2024-09-01,0,0.0038503162
DRV00087,2024-04-01,0,0.0054893396
DRV00087,2024-05-01,0,0.010309249
DRV00087,2024-06-01,0,0.008615251
DRV00087,2024-07-01,0,0.054598354
DRV00087,2024-08-01,0,0.024621755
DRV00087,2024-09-01,0,0.009722598
DRV00088,2024-04-01,1,0.022175454
DRV00088,2024-05-01,1,0.017387
DRV00088,2024-06-01,1,0.9987275
DRV00088,2024-07-01,0,0.07724397
DRV00088,2024-08-01,0,0.1578056
DRV00088,2024-09-01,0,0.44807607
DRV00089,2024-04-01,1,0.02915123
DRV00089,2024-05-01,1,0.12743014
DRV00089,2024-06-01,1,0.97669744
DRV00089,2024-07-01,0,0.006853199
DRV00089,2024-08-01,0,0.011673486
DRV00089,2024-09-01,0,0.0077714343
DRV00090,2024-04-01,0,0.15613592
DRV00090,2024-05-01,1,0.06857891
DRV00090,2024-06-01,1,0.061113298
DRV00090,2024-07-01,1,0.9643071
DRV00090,2024-08-01,0,0.0023627733
DRV00090,2024-09-01,0,0.02131363
DRV00091,2024-04-01,0,0.015277168
DRV00091,2024-05-01,0,0.02019527
DRV00091,2024-06-01,0,0.012370076
DRV00091,2024-07-01,0,0.041824795
DRV00091,2024-08-01,0,0.0066010156
DRV00091,2024-09-01,0,0.0065521486
DRV00092,2024-04-01,0,0.0084696915
DRV00092,2024-05-01,0,0.018476566
DRV00092,2024-06-01,0,0.0057602543
DRV00092,2024-07-01,0,0.07970293
DRV00092,2024-08-01,0,0.05068788
DRV00092,2024-09-01,0,0.03930598
DRV00094,2024-04-01,1,0.087288044
DRV00094,2024-05-01,1,0.99800843
DRV00094,2024-06-01,0,0.026530795
DRV00094,2024-07-01,0,0.1074151
DRV00094,2024-08-01,0,0.026169607
DRV00094,2024-09-01,0,0.100837395
DRV00095,2024-04-01,0,0.02425393
DRV00095,2024-05-01,0,0.042580377
DRV00095,2024-06-01,0,0.04533674
DRV00095,2024-07-01,0,0.02464123
DRV00095,2024-08-01,1,0.049884163
DRV00095,2024-09-01,1,0.32092178
DRV00097,2024-04-01,0,0.13675758
DRV00097,2024-05-01,0,0.06713601
DRV00097,2024-06-01,0,0.023330737
DRV00097,2024-07-01,0,0.10582194
DRV00097,2024-08-01,0,0.009106152
DRV00097,2024-09-01,0,0.4342451
DRV00098,2024-04-01,0,0.20018496
DRV00098,2024-05-01,0,0.18278433
DRV00098,2024-06-01,0,0.07930046
DRV00098,2024-07-01,0,0.09942644
DRV00098,2024-08-01,1,0.00649239
DRV00098,2024-09-01,1,0.0118505685
DRV00099,2024-04-01,0,0.052682195
DRV00099,2024-05-01,0,0.024694968
DRV00099,2024-06-01,0,0.09087737
DRV00099,2024-07-01,0,0.120801404
DRV00099,2024-08-01,0,0.069118515
DRV00099,2024-09-01,0,0.027535576
DRV00100,2024-04-01,0,0.1419565
DRV00100,2024-05-01,1,0.08548464
DRV00100,2024-06-01,1,0.06576116
DRV00100,2024-07-01,1,0.99698097
DRV00100,2024-08-01,0,0.031797342
DRV00100,2024-09-01,0,0.016417602
DRV00101,2024-04-01,1,0.077315785
DRV00101,2024-05-01,1,0.06408389
DRV00101,2024-06-01,1,0.99858
DRV00101,2024-07-01,0,0.046693612
DRV00101,2024-08-01,0,0.09640105
DRV00101,2024-09-01,0,0.19406725
DRV00102,2024-04-01,0,0.02912129
DRV00102,2024-05-01,0,0.10114295
DRV00102,2024-06-01,0,0.13599099
DRV00102,2024-07-01,0,0.009549896
DRV00102,2024-08-01,0,0.016877173
DRV00102,2024-09-01,1,0.061537385
DRV00103,2024-04-01,0,0.04405659
DRV00103,2024-05-01,0,0.091535024
DRV00103,2024-06-01,0,0.02377632
DRV00103,2024-07-01,0,0.07310173
DRV00103,2024-08-01,0,0.016543057
DRV00103,2024-09-01,0,0.0023017917
DRV00104,2024-04-01,0,0.18869203
DRV00104,2024-05-01,0,0.081159815
DRV00104,2024-06-01,0,0.009223508
DRV00104,2024-07-01,0,0.066147074
DRV00104,2024-08-01,0,0.014033977
DRV00104,2024-09-01,0,0.047463942
DRV00105,2024-04-01,1,0.99177504
DRV00105,2024-05-01,0,0.026331045
DRV00105,2024-06-01,0,0.04028794
DRV00105,2024-07-01,0,0.060602292
DRV00105,2024-08-01,0,0.09320017
DRV00105,2024-09-01,0,0.011352103
DRV00107,2024-04-01,0,0.013233061
DRV00107,2024-05-01,0,0.0033131533
DRV00107,2024-06-01,0,0.0070155547
DRV00107,2024-07-01,0,0.009053206
DRV00107,2024-08-01,0,0.121445596
DRV00107,2024-09-01,0,0.039250415
DRV00108,2024-04-01,0,0.003458861
DRV00108,2024-05-01,0,0.08363855
DRV00108,2024-06-01,0,0.024425222
DRV00108,2024-07-01,0,0.09222035
DRV00108,2024-08-01,0,0.035583902
DRV00108,2024-09-01,0,0.07380624
DRV00109,2024-04-01,0,0.06729783
DRV00109,2024-05-01,0,0.049039066
DRV00109,2024-06-01,0,0.0065496075
DRV00109,2024-07-01,0,0.06554651
DRV00109,2024-08-01,0,0.081610896
DRV00109,2024-09-01,0,0.009347643
DRV00110,2024-04-01,0,0.1310126
DRV00110,2024-05-01,0,0.056514777
DRV00110,2024-06-01,0,0.019262226
DRV00110,2024-07-01,0,0.03272969
DRV00110,2024-08-01,0,0.008701442
DRV00110,2024-09-01,0,0.04016708
DRV00111,2024-04-01,0,0.0078600235
DRV00111,2024-05-01,0,0.03149212
DRV00111,2024-06-01,0,0.050611824
DRV00111,2024-07-01,0,0.02158199
DRV00111,2024-08-01,0,0.0094698835
DRV00111,2024-09-01,0,0.00987931
DRV00112,2024-04-01,0,0.016927477
DRV00112,2024-05-01,0,0.022589575
DRV00112,2024-06-01,0,0.10155261
DRV00112,2024-07-01,0,0.007785448
DRV00112,2024-08-01,0,0.009862639
DRV00112,2024-09-01,0,0.022294313
DRV00113,2024-04-01,0,0.052230835
DRV00113,2024-05-01,0,0.038887586
DRV00113,2024-06-01,0,0.015720323
DRV00113,2024-07-01,0,0.16042137
DRV00113,2024-08-01,0,0.011132234
DRV00113,2024-09-01,0,0.0034780966
DRV00114,2024-04-01,0,0.028954884
DRV00114,2024-05-01,0,0.013197803
DRV00114,2024-06-01,0,0.00068507437
DRV00114,2024-07-01,0,0.06380437
DRV00114,2024-08-01,0,0.019733181
DRV00114,2024-09-01,0,0.1287409
DRV00117,2024-04-01,0,0.05553387
DRV00117,2024-05-01,0,0.052484196
DRV00117,2024-06-01,0,0.020060515
DRV00117,2024-07-01,0,0.028198
DRV00117,2024-08-01,0,0.27399725
DRV00117,2024-09-01,0,0.012993151
DRV00118,2024-04-01,0,0.3137626
DRV00118,2024-05-01,0,0.027387558
DRV00118,2024-06-01,0,0.02397522
DRV00118,2024-07-01,1,0.095490105
DRV00118,2024-08-01,1,0.0016031518
DRV00118,2024-09-01,1,0.98428345
DRV00119,2024-04-01,1,0.15224347
DRV00119,2024-05-01,1,0.9996178
DRV00119,2024-06-01,1,0.99865615
DRV00119,2024-07-01,0,0.012453676
DRV00119,2024-08-01,0,0.05318205
DRV00119,2024-09-01,1,0.08119294
DRV00120,2024-04-01,0,0.0016814946
DRV00120,2024-05-01,0,0.01711936
DRV00120,2024-06-01,0,0.016560894
DRV00120,2024-07-01,0,0.0198547
DRV00120,2024-08-01,0,0.001412703
DRV00120,2024-09-01,0,0.0007694521
DRV00121,2024-04-01,0,0.024119832
DRV00121,2024-05-01,0,0.27172634
DRV00121,2024-06-01,0,0.07024501
DRV00121,2024-07-01,0,0.2192382
DRV00121,2024-08-01,0,0.3711989
DRV00121,2024-09-01,0,0.039593086
DRV00122,2024-04-01,1,0.0022654827
DRV00122,2024-05-01,1,0.012407725
DRV00122,2024-06-01,1,0.97455037
DRV00122,2024-07-01,0,0.0023391587
DRV00122,2024-08-01,0,0.0016120954
DRV00122,2024-09-01,0,0.0033990133
DRV00123,2024-04-01,0,0.012682014
DRV00123,2024-05-01,0,0.012046411
DRV00123,2024-06-01,0,0.024186466
DRV00123,2024-07-01,0,0.04626312
DRV00123,2024-08-01,0,0.23142877
DRV00123,2024-09-01,0,0.009175092
DRV00124,2024-04-01,0,0.10082702
DRV00124,2024-05-01,0,0.014952486
DRV00124,2024-06-01,0,0.008411943
DRV00124,2024-07-01,0,0.004082591
DRV00124,2024-08-01,0,0.054201357
DRV00124,2024-09-01,0,0.009657598
DRV00125,2024-04-01,0,0.11615874
DRV00125,2024-05-01,0,0.24055481
DRV00125,2024-06-01,0,0.03400555
DRV00125,2024-07-01,0,0.0068342653
DRV00125,2024-08-01,0,0.009835176
DRV00125,2024-09-01,0,0.008138
DRV00126,2024-04-01,0,0.025687177
DRV00126,2024-05-01,0,0.006935363
DRV00126,2024-06-01,0,0.019046118
DRV00126,2024-07-01,0,0.036370005
DRV00126,2024-08-01,0,0.038801987
DRV00126,2024-09-01,0,0.010446564
DRV00127,2024-04-01,0,0.0021630002
DRV00127,2024-05-01,0,0.020589968
DRV00127,2024-06-01,0,0.0051930323
DRV00127,2024-07-01,0,0.040353168
DRV00127,2024-08-01,1,0.020676555
DRV00127,2024-09-01,1,0.052759077
DRV00128,2024-04-01,0,0.010827065
DRV00128,2024-05-01,0,0.0125492625
DRV00128,2024-06-01,0,0.002396342
DRV00128,2024-07-01,0,0.009065038
DRV00128,2024-08-01,0,0.14168449
DRV00128,2024-09-01,0,0.008697112
DRV00129,2024-04-01,1,0.9984035
DRV00129,2024-05-01,0,0.11270146
DRV00129,2024-06-01,0,0.1509992
DRV00129,2024-07-01,0,0.21753277
DRV00129,2024-08-01,0,0.5109434
DRV00129,2024-09-01,0,0.048068684
DRV00130,2024-04-01,0,0.06804034
DRV00130,2024-05-01,0,0.042491287
DRV00130,2024-06-01,0,0.05267375
DRV00130,2024-07-01,0,0.15795687
DRV00130,2024-08-01,0,0.058241908
DRV00130,2024-09-01,0,0.578759
DRV00132,2024-04-01,1,0.99500966
DRV00132,2024-05-01,1,0.024739102
DRV00132,2024-06-01,1,0.007172606
DRV00132,2024-07-01,1,0.9833362
DRV00132,2024-08-01,0,0.03144786
DRV00132,2024-09-01,0,0.022683408
DRV00133,2024-04-01,1,0.99686915
