driver_id,month,y_true,score
DRV00037,2024-08-01,0,0.4658208512233575
DRV00037,2024-09-01,0,0.5016407712799322
DRV00038,2024-04-01,1,0.49458293521378105
DRV00038,2024-05-01,1,0.8198428964624284
DRV00038,2024-06-01,0,0.4966252206431179
DRV00038,2024-07-01,0,0.5127880235337159
DRV00038,2024-08-01,0,0.5109528090391345
DRV00038,2024-09-01,0,0.4968236424619825
DRV00039,2024-04-01,0,0.4860945676413814
DRV00039,2024-05-01,0,0.4677462369872943
DRV00039,2024-06-01,0,0.4686992445844845
DRV00039,2024-07-01,0,0.486621186613978
DRV00039,2024-08-01,0,0.46705305654815726
DRV00039,2024-09-01,0,0.4628514112942417
DRV00041,2024-04-01,0,0.46975298171917085
DRV00041,2024-05-01,0,0.461065041078452
DRV00041,2024-06-01,0,0.4597406658221971
DRV00041,2024-07-01,0,0.4575042279228381
DRV00041,2024-08-01,0,0.4543499932063625
DRV00041,2024-09-01,0,0.4703535334906079
DRV00043,2024-04-01,0,0.45177118770357433
DRV00043,2024-05-01,0,0.45304016655078694
DRV00043,2024-06-01,0,0.44425740178763273
DRV00043,2024-07-01,1,0.4673497916505429
DRV00043,2024-08-01,1,0.4545610294050042
DRV00043,2024-09-01,1,0.8076402071282112
DRV00044,2024-04-01,0,0.4601410909314419
DRV00044,2024-05-01,0,0.4467011971103082
DRV00044,2024-06-01,0,0.48153265087864333
DRV00044,2024-07-01,0,0.4746284796593104
DRV00044,2024-08-01,0,0.4580678771248549
DRV00044,2024-09-01,0,0.4703527181950617
DRV00045,2024-04-01,0,0.47648787056624975
DRV00045,2024-05-01,0,0.4525810891032596
DRV00045,2024-06-01,0,0.44637266264051023
DRV00045,2024-07-01,0,0.4678749659886673
DRV00045,2024-08-01,0,0.45138559727024813
DRV00045,2024-09-01,0,0.45430361940848946
DRV00047,2024-04-01,0,0.4650797324809427
DRV00047,2024-05-01,0,0.47069119027482426
DRV00047,2024-06-01,0,0.46983139026514426
DRV00047,2024-07-01,0,0.4504772731471104
DRV00047,2024-08-01,0,0.44756168125221285
DRV00047,2024-09-01,0,0.4538219211727802
DRV00049,2024-04-01,0,0.46747160278701466
DRV00049,2024-05-01,0,0.4426296950316543
DRV00049,2024-06-01,0,0.45264083657508597
DRV00049,2024-07-01,0,0.44528707818985164
DRV00049,2024-08-01,0,0.4545223946681539
DRV00049,2024-09-01,0,0.45953774787205603
DRV00050,2024-04-01,0,0.44902920263040047
DRV00050,2024-05-01,0,0.4704193414215254
DRV00050,2024-06-01,0,0.4671353108157006
DRV00050,2024-07-01,0,0.4589237309833716
DRV00050,2024-08-01,0,0.4800026525128789
DRV00050,2024-09-01,0,0.4753502284974259
DRV00051,2024-04-01,0,0.4877715741729479
DRV00051,2024-05-01,0,0.4964625180817824
DRV00051,2024-06-01,1,0.5120560873126696
DRV00051,2024-07-01,1,0.48647997658518444
DRV00051,2024-08-01,1,0.8265566339914067
DRV00051,2024-09-01,0,0.5001507091664443
DRV00053,2024-04-01,0,0.49038928472223153
DRV00053,2024-05-01,0,0.4893116266541481
DRV00053,2024-06-01,0,0.5071602217057886
DRV00053,2024-07-01,0,0.5021861082131065
DRV00053,2024-08-01,0,0.4730665757679516
DRV00053,2024-09-01,0,0.4808311965462639
DRV00054,2024-04-01,0,0.48194128693338323
DRV00054,2024-05-01,0,0.4777197451407413
DRV00054,2024-06-01,0,0.4540151374246601
DRV00054,2024-07-01,0,0.456271253969152
DRV00054,2024-08-01,0,0.45288464685387936
DRV00054,2024-09-01,0,0.47214472680658626
DRV00055,2024-04-01,0,0.4801432802041488
DRV00055,2024-05-01,0,0.47262325937139293
DRV00055,2024-06-01,0,0.45102092937941873
DRV00055,2024-07-01,0,0.45797789872232436
DRV00055,2024-08-01,0,0.45175071199473354
DRV00055,2024-09-01,0,0.43769935038672875
DRV00056,2024-04-01,0,0.49411108953258964
DRV00056,2024-05-01,0,0.5117300039802234
DRV00056,2024-06-01,0,0.4941619169540395
DRV00056,2024-07-01,0,0.5155076102228198
DRV00056,2024-08-01,0,0.482571950846784
DRV00056,2024-09-01,0,0.4934539206337697
DRV00057,2024-04-01,0,0.4657728005755806
DRV00057,2024-05-01,0,0.4506275778496703
DRV00057,2024-06-01,0,0.4592543602085726
DRV00057,2024-07-01,0,0.45524795805379853
DRV00057,2024-08-01,0,0.4391088535328632
DRV00057,2024-09-01,0,0.4512406545284555
DRV00058,2024-04-01,0,0.5014900041916924
DRV00058,2024-05-01,1,0.5217407917140288
DRV00058,2024-06-01,1,0.5097302179369596
DRV00058,2024-07-01,1,0.8312990609342065
DRV00058,2024-08-01,0,0.5042084645276039
DRV00058,2024-09-01,0,0.507312003377073
DRV00059,2024-04-01,0,0.4766743189612849
DRV00059,2024-05-01,0,0.45858992838932355
DRV00059,2024-06-01,0,0.47235150730996417
DRV00059,2024-07-01,0,0.47775610175828204
DRV00059,2024-08-01,0,0.4536540458997131
DRV00059,2024-09-01,0,0.47511968167156216
DRV00060,2024-04-01,0,0.48922118361191763
DRV00060,2024-05-01,0,0.49542773898207565
DRV00060,2024-06-01,1,0.4868083790139487
DRV00060,2024-07-01,1,0.4890385382186666
DRV00060,2024-08-01,1,0.8181662803042291
DRV00060,2024-09-01,0,0.5032603569804364
DRV00061,2024-04-01,0,0.4882328908083818
DRV00061,2024-05-01,0,0.5126607520725187
DRV00061,2024-06-01,0,0.4844475188235297
DRV00061,2024-07-01,0,0.4909121822969019
DRV00061,2024-08-01,0,0.48651932561846095
DRV00061,2024-09-01,0,0.4934388130309752
DRV00062,2024-04-01,0,0.4763146106309622
DRV00062,2024-05-01,0,0.45387111894970994
DRV00062,2024-06-01,0,0.46425371893854395
DRV00062,2024-07-01,0,0.4552241485916246
DRV00062,2024-08-01,0,0.46291632779466274
DRV00062,2024-09-01,0,0.4530555655654557
DRV00063,2024-04-01,0,0.4524354797303426
DRV00063,2024-05-01,0,0.47717354106012555
DRV00063,2024-06-01,0,0.4733290125194974
DRV00063,2024-07-01,0,0.44794153954380106
DRV00063,2024-08-01,0,0.4730860562858839
DRV00063,2024-09-01,0,0.4693753658070159
DRV00064,2024-04-01,0,0.4730951849478814
DRV00064,2024-05-01,0,0.4430286913859339
DRV00064,2024-06-01,0,0.453289739435631
DRV00064,2024-07-01,0,0.44092987796991495
DRV00064,2024-08-01,0,0.4492069118951882
DRV00064,2024-09-01,0,0.4629293951566071
DRV00065,2024-04-01,0,0.485909155996899
DRV00065,2024-05-01,0,0.4818481385785838
DRV00065,2024-06-01,0,0.4829760909530039
DRV00065,2024-07-01,0,0.4911910049663908
DRV00065,2024-08-01,0,0.4750916508252266
DRV00065,2024-09-01,0,0.4478512309484703
DRV00066,2024-04-01,0,0.4557187853529279
DRV00066,2024-05-01,0,0.46265280776835127
DRV00066,2024-06-01,1,0.47597904945150443
DRV00066,2024-07-01,1,0.45666412185768346
DRV00066,2024-08-01,1,0.8099441847304719
DRV00066,2024-09-01,0,0.515132393438458
DRV00069,2024-04-01,0,0.4625879981853817
DRV00069,2024-05-01,0,0.4781610294209942
DRV00069,2024-06-01,0,0.47700809911021824
DRV00069,2024-07-01,0,0.46238191517340754
DRV00069,2024-08-01,0,0.4546441177469194
DRV00069,2024-09-01,0,0.45481813589978626
DRV00070,2024-04-01,1,0.8165255843456458
DRV00070,2024-05-01,0,0.5330260204488468
DRV00070,2024-06-01,0,0.5304686322602842
DRV00070,2024-07-01,0,0.5101133977123178
DRV00070,2024-08-01,0,0.4927539947928523
DRV00070,2024-09-01,0,0.49386924333365756
DRV00071,2024-04-01,0,0.45436289443633565
DRV00071,2024-05-01,0,0.4601879865522704
DRV00071,2024-06-01,0,0.4454275435734721
DRV00071,2024-07-01,0,0.46625834566821983
DRV00071,2024-08-01,0,0.43934684024797693
DRV00071,2024-09-01,0,0.4498200412286496
DRV00074,2024-04-01,1,0.4526975570079158
DRV00074,2024-05-01,1,0.8066021236340679
DRV00074,2024-06-01,0,0.47558684140010105
DRV00074,2024-07-01,0,0.47549048590278864
DRV00074,2024-08-01,0,0.4780169758078119
DRV00074,2024-09-01,0,0.4817497347707562
DRV00075,2024-04-01,0,0.44807774272022916
DRV00075,2024-05-01,0,0.46061965121891346
DRV00075,2024-06-01,0,0.4736876287431093
DRV00075,2024-07-01,0,0.44950371157289803
DRV00075,2024-08-01,0,0.46179555350146345
DRV00075,2024-09-01,0,0.480579526879253
DRV00077,2024-04-01,0,0.4471481019746505
DRV00077,2024-05-01,0,0.4468261271821907
DRV00077,2024-06-01,0,0.4653887763040563
DRV00077,2024-07-01,0,0.44206296939140327
DRV00077,2024-08-01,0,0.46735645152284533
DRV00077,2024-09-01,0,0.47088416397537175
DRV00078,2024-04-01,0,0.45773184435547437
DRV00078,2024-05-01,0,0.4778734461898008
DRV00078,2024-06-01,0,0.4735137579384261
DRV00078,2024-07-01,0,0.44952420726414305
DRV00078,2024-08-01,0,0.47723850151991576
DRV00078,2024-09-01,0,0.45948011383588344
DRV00079,2024-04-01,0,0.45290432176948164
DRV00079,2024-05-01,0,0.45622632147670994
DRV00079,2024-06-01,0,0.4565209396487916
DRV00079,2024-07-01,0,0.45930061273077727
DRV00079,2024-08-01,0,0.4557600274305821
DRV00079,2024-09-01,0,0.45300288205166317
DRV00080,2024-04-01,0,0.4485545922200972
DRV00080,2024-05-01,0,0.4642457448535297
DRV00080,2024-06-01,0,0.4525256352121672
DRV00080,2024-07-01,0,0.4492452251946156
DRV00080,2024-08-01,0,0.44857952434509857
DRV00080,2024-09-01,0,0.47250839656341737
DRV00081,2024-04-01,0,0.4725093282627843
DRV00081,2024-05-01,0,0.4968836027208328
DRV00081,2024-06-01,0,0.4424736388577446
DRV00081,2024-07-01,0,0.4742996562259454
DRV00081,2024-08-01,0,0.45387188828488173
DRV00081,2024-09-01,0,0.4534452935087443
DRV00082,2024-04-01,0,0.5105517914008791
DRV00082,2024-05-01,0,0.5104680308438233
DRV00082,2024-06-01,0,0.4956767564540785
DRV00082,2024-07-01,0,0.4855015724849501
DRV00082,2024-08-01,0,0.4987166542265929
DRV00082,2024-09-01,0,0.47673452823831647
DRV00083,2024-04-01,0,0.4606241799966969
DRV00083,2024-05-01,0,0.45794623049210265
DRV00083,2024-06-01,0,0.43868955808415133
DRV00083,2024-07-01,0,0.4506023152082657
DRV00083,2024-08-01,0,0.4554606396709031
DRV00083,2024-09-01,0,0.4640198238321847
DRV00084,2024-04-01,0,0.46237754897811545
DRV00084,2024-05-01,0,0.47034371165192984
DRV00084,2024-06-01,0,0.4787447724073645
DRV00084,2024-07-01,0,0.450251083059408
DRV00084,2024-08-01,0,0.4529093436841055
DRV00084,2024-09-01,0,0.4741731627774305
DRV00085,2024-04-01,0,0.47827580256499763
DRV00085,2024-05-01,0,0.4741369376216435
DRV00085,2024-06-01,0,0.4728414673740385
DRV00085,2024-07-01,0,0.45682576956136184
DRV00085,2024-08-01,0,0.4776843174182825
DRV00085,2024-09-01,0,0.4594472374318871
DRV00087,2024-04-01,0,0.47572262265083376
DRV00087,2024-05-01,0,0.476463039470151
DRV00087,2024-06-01,0,0.4715824950272909
DRV00087,2024-07-01,0,0.46261181284871095
DRV00087,2024-08-01,0,0.47464032090933644
DRV00087,2024-09-01,0,0.4589173164534701
DRV00088,2024-04-01,1,0.46200511454698634
DRV00088,2024-05-01,1,0.4700167998121125
DRV00088,2024-06-01,1,0.8298743449593214
DRV00088,2024-07-01,0,0.5064920510405265
DRV00088,2024-08-01,0,0.5145612506596673
DRV00088,2024-09-01,0,0.49418147289706926
DRV00089,2024-04-01,1,0.4395083022020085
DRV00089,2024-05-01,1,0.4691129653232896
DRV00089,2024-06-01,1,0.8253927687512581
DRV00089,2024-07-01,0,0.4954535162483448
DRV00089,2024-08-01,0,0.4990855327009153
DRV00089,2024-09-01,0,0.48951791925666177
DRV00090,2024-04-01,0,0.45207325441234825
DRV00090,2024-05-01,1,0.4788657402442684
DRV00090,2024-06-01,1,0.4840228452726518
DRV00090,2024-07-01,1,0.8154513076352966
DRV00090,2024-08-01,0,0.48801179578888687
DRV00090,2024-09-01,0,0.4880888196820174
DRV00091,2024-04-01,0,0.42936195427125845
DRV00091,2024-05-01,0,0.44609688092685307
DRV00091,2024-06-01,0,0.44238099773794554
DRV00091,2024-07-01,0,0.45144914696623106
DRV00091,2024-08-01,0,0.412356970343379
DRV00091,2024-09-01,0,0.42642700993371335
DRV00092,2024-04-01,0,0.4642126031016084
DRV00092,2024-05-01,0,0.4634100807320412
DRV00092,2024-06-01,0,0.4932009628443307
DRV00092,2024-07-01,0,0.47548144471907294
DRV00092,2024-08-01,0,0.4746916100471193
DRV00092,2024-09-01,0,0.4533425702108019
DRV00094,2024-04-01,1,0.4755188289610006
DRV00094,2024-05-01,1,0.8250710145107354
DRV00094,2024-06-01,0,0.47768452909381715
DRV00094,2024-07-01,0,0.4977184572597722
DRV00094,2024-08-01,0,0.49225702240899777
DRV00094,2024-09-01,0,0.5003532545757549
DRV00095,2024-04-01,0,0.47398187632175126
DRV00095,2024-05-01,0,0.4472067214963816
DRV00095,2024-06-01,0,0.4654313873039083
DRV00095,2024-07-01,0,0.45701990644355245
DRV00095,2024-08-01,1,0.45038521339503484
DRV00095,2024-09-01,1,0.45864522173315775
DRV00097,2024-04-01,0,0.45376669316127954
DRV00097,2024-05-01,0,0.46511314626866884
DRV00097,2024-06-01,0,0.45099630431962306
DRV00097,2024-07-01,0,0.4803879385640988
DRV00097,2024-08-01,0,0.44977498470442506
DRV00097,2024-09-01,0,0.45867316852766415
DRV00098,2024-04-01,0,0.5205441334374052
DRV00098,2024-05-01,0,0.4903804959959627
DRV00098,2024-06-01,0,0.5066297080729391
DRV00098,2024-07-01,0,0.5064772748530941
DRV00098,2024-08-01,1,0.5091968757914153
DRV00098,2024-09-01,1,0.47598531172765324
DRV00099,2024-04-01,0,0.48781534426126083
DRV00099,2024-05-01,0,0.49207817166655543
DRV00099,2024-06-01,0,0.5119273997889576
DRV00099,2024-07-01,0,0.5099078155692626
DRV00099,2024-08-01,0,0.5074399054539068
DRV00099,2024-09-01,0,0.48867442049763715
DRV00100,2024-04-01,0,0.5080996928464017
DRV00100,2024-05-01,1,0.494506741122818
DRV00100,2024-06-01,1,0.5012989167374529
DRV00100,2024-07-01,1,0.8291832823478898
DRV00100,2024-08-01,0,0.5032097690174828
DRV00100,2024-09-01,0,0.4985102474281758
DRV00101,2024-04-01,1,0.46963946021214503
DRV00101,2024-05-01,1,0.4779314077320402
DRV00101,2024-06-01,1,0.8100724911910114
DRV00101,2024-07-01,0,0.4877749071991049
DRV00101,2024-08-01,0,0.4851220582718083
DRV00101,2024-09-01,0,0.48309206179369896
DRV00102,2024-04-01,0,0.45753845727061865
DRV00102,2024-05-01,0,0.45707931753324965
DRV00102,2024-06-01,0,0.4673985860265819
DRV00102,2024-07-01,0,0.44487843926608817
DRV00102,2024-08-01,0,0.445438242499551
DRV00102,2024-09-01,1,0.4574875679425022
DRV00103,2024-04-01,0,0.4620366300393051
DRV00103,2024-05-01,0,0.4753408678041378
DRV00103,2024-06-01,0,0.4507074753777366
DRV00103,2024-07-01,0,0.4775524395541696
DRV00103,2024-08-01,0,0.4530831304333689
DRV00103,2024-09-01,0,0.4715303051197112
DRV00104,2024-04-01,0,0.5259663967419212
DRV00104,2024-05-01,0,0.5182199621540702
DRV00104,2024-06-01,0,0.4954718518099489
DRV00104,2024-07-01,0,0.5024298522261178
DRV00104,2024-08-01,0,0.48254584201196626
DRV00104,2024-09-01,0,0.48386302258757274
DRV00105,2024-04-01,1,0.819327409554334
DRV00105,2024-05-01,0,0.48626021311808143
DRV00105,2024-06-01,0,0.49677677487982325
DRV00105,2024-07-01,0,0.4984864484557454
DRV00105,2024-08-01,0,0.49917098193701104
DRV00105,2024-09-01,0,0.5095762066131729
DRV00107,2024-04-01,0,0.4705919022161361
DRV00107,2024-05-01,0,0.4491148007577979
DRV00107,2024-06-01,0,0.45537122953256803
DRV00107,2024-07-01,0,0.4480127546557892
DRV00107,2024-08-01,0,0.4583378335910153
DRV00107,2024-09-01,0,0.4527615411981716
DRV00108,2024-04-01,0,0.45439081654346186
DRV00108,2024-05-01,0,0.47997750486646823
DRV00108,2024-06-01,0,0.48945708608970667
DRV00108,2024-07-01,0,0.47456568956159734
DRV00108,2024-08-01,0,0.487854073967223
DRV00108,2024-09-01,0,0.4735830769854503
DRV00109,2024-04-01,0,0.45622996907847924
DRV00109,2024-05-01,0,0.4802419561625088
DRV00109,2024-06-01,0,0.458832174601912
DRV00109,2024-07-01,0,0.45726072945027796
DRV00109,2024-08-01,0,0.47547525622926207
DRV00109,2024-09-01,0,0.45616406575126484
DRV00110,2024-04-01,0,0.46091434179326185
DRV00110,2024-05-01,0,0.4505749727324529
DRV00110,2024-06-01,0,0.4343658527897236
DRV00110,2024-07-01,0,0.444577354438612
DRV00110,2024-08-01,0,0.4353969241294853
DRV00110,2024-09-01,0,0.4483871269234615
DRV00111,2024-04-01,0,0.4513600338471962
DRV00111,2024-05-01,0,0.46679662560429586
DRV00111,2024-06-01,0,0.4544527189087255
DRV00111,2024-07-01,0,0.4738427870599617
DRV00111,2024-08-01,0,0.45206475083393416
DRV00111,2024-09-01,0,0.46923571409830006
DRV00112,2024-04-01,0,0.4789700192210088
DRV00112,2024-05-01,0,0.4495185290911309
DRV00112,2024-06-01,0,0.4707406115357948
DRV00112,2024-07-01,0,0.454272931720695
DRV00112,2024-08-01,0,0.47514719480390344
DRV00112,2024-09-01,0,0.44568568355514965
DRV00113,2024-04-01,0,0.47744938313831836
DRV00113,2024-05-01,0,0.46898631070023816
DRV00113,2024-06-01,0,0.47048040040546135
DRV00113,2024-07-01,0,0.4987583015829037
DRV00113,2024-08-01,0,0.47588255994336476
DRV00113,2024-09-01,0,0.4725555122646036
DRV00114,2024-04-01,0,0.4752291055389371
DRV00114,2024-05-01,0,0.47631923626768863
DRV00114,2024-06-01,0,0.4530131079319958
DRV00114,2024-07-01,0,0.45875922527495233
DRV00114,2024-08-01,0,0.4770826402052054
DRV00114,2024-09-01,0,0.4555059400980535
DRV00117,2024-04-01,0,0.4779766370778827
DRV00117,2024-05-01,0,0.47715919686584163
DRV00117,2024-06-01,0,0.46340992753028176
DRV00117,2024-07-01,0,0.4807098819339864
DRV00117,2024-08-01,0,0.45847225651235013
DRV00117,2024-09-01,0,0.44994240883606723
DRV00118,2024-04-01,0,0.47862284623588464
DRV00118,2024-05-01,0,0.45556257553883395
DRV00118,2024-06-01,0,0.4543865618819301
DRV00118,2024-07-01,1,0.46121885297310017
DRV00118,2024-08-01,1,0.45764922145716663
DRV00118,2024-09-01,1,0.8081454510046682
DRV00119,2024-04-01,1,0.4737600925540909
